0 10.2393
100 6.19388
200 6.13913
300 5.98757
400 5.82963
500 5.59654
600 5.47029
700 5.34231
800 5.23239
900 5.12837
1000 4.92256
1100 4.599
1200 4.2152
1300 3.98834
1400 3.83789
1500 3.74445
1600 3.65462
1700 3.64476
1800 3.55095
1900 3.45434
2000 3.01565
2100 2.74466
2200 2.52732
2300 2.40947
2400 2.30433
2500 2.2696
2600 2.10886
2700 1.96819
2800 1.90218
2900 1.79829
3000 1.77278
3100 1.61639
3200 1.56311
3300 1.4668
3400 1.42079
3500 1.36909
3600 1.34613
3700 1.28772
3800 1.2523
3900 1.24044
4000 1.22467
4100 1.17141
4200 1.20168
4300 1.20259
4400 1.21048
4500 1.18635
4600 1.26531
4700 1.2866
4800 1.21103
4900 1.24949
5000 1.2471
5100 1.27491
5200 1.25054
5300 1.25287
5400 1.23871
5500 1.24706
5600 1.22946
5700 1.24163
5800 1.2542
5900 1.29843
6000 1.27194
6100 1.26373
6200 1.21971
6300 1.16788
6400 1.16037
6500 1.13951
6600 1.10294
6700 1.11423
6800 1.16849
6900 1.11196
7000 1.15312
7100 1.09717
7200 1.04974
7300 1.04322
7400 1.05109
7500 1.05627
7600 1.04752
7700 1.05821
7800 1.05943
7900 0.967225
8000 0.975343
8100 0.956668
8200 0.988287
8300 0.98249
8400 0.926984
8500 0.895452
8600 0.892744
8700 0.887116
8800 0.85595
8900 0.844108
9000 0.808886
9100 0.93169
9200 0.956275
9300 0.956844
9400 0.952125
9500 0.882991
9600 0.838912
9700 0.812777
9800 0.787692
9900 0.799686
10000 0.821956
10100 0.833432
10200 0.766273
10300 0.777474
10400 0.786496
10500 0.811012
10600 0.828519
10700 0.829332
10800 0.79671
10900 0.890584
11000 0.867991
11100 0.768682
11200 0.799615
11300 0.815643
11400 0.763765
11500 0.790476
11600 0.810819
11700 0.826426
11800 0.818541
11900 0.867541
12000 0.84847
12100 0.86801
12200 0.888456
12300 0.871822
12400 0.874909
12500 0.887125
12600 0.882257
12700 0.883076
12800 0.898052
12900 0.828328
13000 0.889237
13100 0.93328
13200 0.929375
13300 0.891032
13400 0.917175
13500 0.888488
13600 0.906783
13700 0.904118
13800 0.922437
13900 0.910109
14000 0.933758
14100 0.958742
14200 0.958754
14300 0.96321
14400 0.98643
14500 1.06283
14600 1.00694
14700 0.988559
14800 0.96775
14900 0.968352
15000 0.942162
15100 0.914054
15200 0.91341
15300 0.91802
15400 0.911668
15500 0.970927
15600 0.956962
15700 0.907876
15800 0.916881
15900 0.938375
15000 0.895782
15100 0.880164
15200 0.872115
15300 0.8435
15400 0.833163
15500 0.749306
15600 0.763045
15700 0.749169
15800 0.770191
15900 0.762746
16000 0.726212
16100 0.748665
16200 0.734688
16300 0.747727
16400 0.755036
16500 0.721152
16600 0.743187
16700 0.774784
16800 0.755908
16900 0.720785
17000 0.734071
17100 0.732804
17200 0.740314
17300 0.788781
17400 0.780874
17500 0.788114
17600 0.763598
17700 0.755816
17800 0.782703
17900 0.772714
18000 0.773348
18100 0.726144
18200 0.73481
18300 0.71657
18400 0.725905
18500 0.728653
18600 0.732599
18700 0.722275
18800 0.722909
18900 0.724951
19000 0.731352
19100 0.694183
19200 0.726886
19300 0.735068
19400 0.75317
19500 0.746022
19600 0.812826
19700 0.828456
19800 0.780079
