1000	3.33363
2000	2.17992
3000	1.64734
4000	1.4851
5000	1.40236
6000	1.3427
7000	1.3089
8000	1.27412
9000	1.24964
10000	1.22882
11000	1.21149
12000	1.19661
13000	1.1831
14000	1.17442
15000	1.16148
16000	1.15222
17000	1.14289
18000	1.13382
19000	1.12954
20000	1.12183
21000	1.11809
22000	1.10985
23000	1.10797
24000	1.1017
25000	1.0966
26000	1.09505
27000	1.0906
28000	1.08914
29000	1.08513
30000	1.07695
31000	1.07978
32000	1.07647
33000	1.07331
34000	1.07092
35000	1.06958
36000	1.06481
37000	1.06591
38000	1.06121
39000	1.05988
40000	1.05604
